LOCALITY_,PRIME_DPS_,NAME,PRINT_NAME,NAME_2,POPULATION,PERIM_FT,AREA_SQ_FT,SOURCE,UPDATE_,NOTES,SHAPE_AREA,SHAPE_LEN,frac_1,frac_2,frac_3,frac_4,frac_5,frac_6,frac_7,frac_8
359,30686,Greenwich town,Greenwich,NA,3236,199434,NA,NGRID,2000,NA,112853877.829,60787.8627517,0,0,0,0,0,0,0,0
362,43093,Lockport town,Lockport,NA,19387,273716,NA,NYSEG,2000,NA,115613077.32,83430.1944839,0,0,0,0,0,0,0,0
364,28442,Gates town,Gates-North Gates,NA,29506,91854,NA,RGE,2000,NA,40088428.1973,27997.5118808,0,0,0,0,0,0,0,0
365,51055,Niagara Falls city,Niagara Falls,NA,53525,119669,NA,NGRID,2000,NA,43315189.0356,36475.7276258,0,0,0,0,0,0,0,0
367,81380,Wheatfield town,Wheatfield,NA,14639,133390,NA,NGRID,2000,NA,74178367.0051,40658.1047361,0,0,0,0,0,0,0,0
370,57111,Pendleton town,Pendleton,NA,6207,126498,NA,NGRID,2000,NA,71184835.8493,38557.4561647,0,0,0,0,0,0,0,0
371,08257,Brighton CDP,Brighton,NA,34142,144221,NA,RGE,2000,NA,40553355.4059,43959.5047846,0,0,0,0,0,0,0,0
374,71784,Stratford town,Stratford,NA,632,218910,NA,NGRID,2000,NA,197765835.559,66724.9970306,0,0,0,0,0,0,0,0
507,38781,Johnstown city,Johnstown,NA,8513,65080,NA,NGRID,2000,NA,12063416.8452,19836.6761183,0,0,0,0,0,0,0,0
511,42026,Le Roy village,Le Roy,NA,4463,53252,NA,NGRID,2000,NA,6962439.86867,16231.5016765,0,0,0,0,0,0,0,0
512,19686,Danube town,Danube,NA,1099,116334,NA,NGRID,2000,NA,75544874.0966,35459.2773669,0,0,0,0,0,0,0,0
514,38858,Junius town,Junius,NA,1344,109978,NA,NYSEG,2000,NA,69481025.603,33522.0838713,0,0,0,0,0,0,0,0
516,57529,Phelps town,Phelps,NA,4851,210561,NA,NYSEG,2000,NA,164597406.781,64180.5510968,0,0,0,0,0,0,0,0
518,57353,Perth town,Perth,NA,3470,128795,NA,NGRID,2000,NA,67079732.229,39257.1509438,0,0,0,0,0,0,0,0
519,28101,Galway village,Galway,NA,82,10695,7146342,NGRID,2000,NA,663909.178654,3259.7285735,0,0,0,0,0,0,0,0
521,66443,Sennett town,Sennett,NA,3287,121159,NA,NYSEG,2000,NA,74399375.454,36929.9598075,0,0,0,0,0,0,0,0
524,37275,Ilion village,Ilion,NA,8324,41113,NA,Municipal,2000,NA,6527230.84611,12531.3930722,0,0,0,0,0,0,0,0
525,56330,Paris town,Paris,NA,4165,142426,NA,NGRID,2000,NA,79894141.0736,43412.2376137,0,0,0,0,0,0,0,0
528,03155,Augusta town,Augusta,NA,1346,113422,NA,NYSEG,2000,NA,70517708.2603,34571.8195724,0,0,0,0,0,0,0,0
529,73770,Throop town,Throop,NA,1812,96497,NA,NYSEG,2000,NA,48790192.8291,29413.1529912,0,0,0,0,0,0,0,0
530,42664,Litchfield town,Litchfield,NA,1452,117472,NA,NGRID,2000,NA,77028581.1903,35805.8398044,0,0,0,0,0,0,0,0
532,77376,Victor village,Victor,NA,2267,28218,NA,RGE,2000,NA,3579403.04702,8600.96127375,0,0,0,0,0,0,0,0
458,77112,Vernon village,Vernon,NA,1057,28113,NA,NGRID,2000,NA,2264538.8768,8568.90624115,0,0,0,0,0,0,0,0
459,39804,Kirkland town,Kirkland,NA,8072,154602,NA,NGRID,2000,NA,85957850.1139,47123.9581714,0,0,0,0,0,0,0,0
462,38825,Jordan village,Jordan,NA,1259,24052,NA,NYSEG,2000,NA,2699761.99857,7331.2219248,0,0,0,0,0,0,0,0
464,42037,Le Roy town,Le Roy,NA,3267,195778,NA,NGRID,2000,NA,102244388.723,59674.058974,0,0,0,0,0,0,0,0
465,49891,Newark village,Newark,NA,9603,83598,NA,NYSEG,2000,NA,13380516.2242,25481.4502448,0,0,0,0,0,0,0,0
467,11836,Cambridge town,Cambridge,NA,1858,150739,NA,NGRID,2000,NA,92805019.1772,45945.8585791,0,0,0,0,0,0,0,0
468,00441,Akron village,Akron,NA,2735,51452,NA,Municipal,2000,NA,4991427.91294,15682.7563278,0,0,0,0,0,0,0,0
470,48131,Montezuma town,Montezuma,NA,1458,123386,NA,NYSEG,2000,NA,48424237.5441,37609.1534455,0,0,0,0,0,0,0,0
471,SYR01,Syracuse - East,Syracuse - East,NA,30513,109570,NA,NGRID,2000,NA,14924854.9551,33397.7752308,0,0,0,0,0,0,0,0
475,68286,Solvay village,Solvay,NA,10463,96050,NA,Municipal,2000,NA,25493217.7314,29276.8400932,0,0,0,0,0,0,0,0
476,81402,Wheatland town,Wheatland,NA,3199,168842,NA,NGRID,2000,NA,77001433.7293,51463.8765169,0,0,0,0,0,0,0,0
477,15462,Chili town,Chili,NA,25574,165424,NA,RGE,2000,NA,102994273.781,50422.251181,0,0,0,0,0,0,0,0
481,65959,Scottsville village,Scottsville,NA,1581,32923,NA,NGRID,2000,NA,2804212.43592,10034.9827792,0,0,0,0,0,0,0,0
483,42422,Lincoln town,Lincoln,NA,1854,110317,NA,NGRID,2000,NA,64651704.4046,33625.3935295,0,0,0,0,0,0,0,0
484,15561,Chittenango village,Chittenango,NA,4140,75322,NA,NGRID,2000,NA,6329811.39858,22959.0100722,0,0,0,0,0,0,0,0
534,18201,Corfu village,Corfu,NA,785,21693,NA,NGRID,2000,NA,2521224.16205,6612.02415811,0,0,0,0,0,0,0,0
486,04715,Batavia city,Batavia,NA,15304,56596,NA,NGRID,2000,NA,13637676.3834,17250.6083773,0,0,0,0,0,0,0,0
488,44864,Manchester town,Manchester,NA,5671,184687,NA,RGE,2000,NA,91231644.692,56294.2475773,0,0,0,0,0,0,0,0
490,25406,Farmington town,Farmington,NA,10503,132586,NA,RGE,2000,NA,102127803.357,40413.1581293,0,0,0,0,0,0,0,0
491,16419,Clinton village,Clinton,NA,1674,23070,NA,NGRID,2000,NA,1505071.20913,7032.06732194,0,0,0,0,0,0,0,0
492,SYR03,Syracuse - South,Syracuse - South,NA,61076,122900,NA,NGRID,2000,NA,28795271.6513,37460.8393952,0,0,0,0,0,0,0,0
494,71993,Sullivan town,Sullivan,NA,10334,347865,NA,NGRID,2000,NA,184021713.617,106032.554188,0,0,0,0,0,0,0,0
496,44743,Malta town,Malta,NA,12797,165615,NA,NGRID,2000,NA,78358507.0929,50479.9436081,0,0,0,0,0,0,0,0
499,25527,Fayetteville village,Fayetteville,NA,4589,49546,NA,NGRID,2000,NA,4422490.5023,15102.1964114,0,0,0,0,0,0,0,0
502,46558,Mendon town,Mendon,NA,5990,161923,NA,RGE,2000,NA,96880062.5748,49354.94913,0,0,0,0,0,0,0,0
503,34121,Herkimer village,Herkimer,NA,7224,52484,NA,NGRID,2000,NA,6564317.62096,15997.3397572,0,0,0,0,0,0,0,0
506,54958,Onondaga town,Onondaga Reservation,NA,20547,222578,NA,NGRID,2000,NA,161469547.215,67842.9962275,0,0,0,0,0,0,0,0
508,75902,Tyre town,Tyre,NA,905,126616,NA,NYSEG,2000,NA,85648995.2136,38593.7241526,0,0,0,0,0,0,0,0
509,82084,Williamsville village,Williamsville,NA,5079,38527,NA,NGRID,2000,NA,3234379.69362,11743.2628956,0,0,0,0,0,0,0,0
510,29443,Gloversville city,Gloversville,NA,14634,78933,NA,NGRID,2000,NA,12974438.7991,24059.1179691,0,0,0,0,0,0,0,0
513,34132,Herkimer town,Herkimer,NA,2883,191112,NA,NGRID,2000,NA,76977635.0285,58251.9428177,0,0,0,0,0,0,0,0
515,BUF02,Buffalo - Northwest,Buffalo - Northwest,NA,75943,84343,NA,NGRID,2000,NA,22944206.5893,25708.3171113,0,0,0,0,0,0,0,0
517,47537,Milton town,Milton,NA,13144,137783,NA,NGRID,2000,NA,88524167.9518,41996.6152313,0,0,0,0,0,0,0,0
520,28750,German Flatts town,German Flatts,NA,2657,152713,NA,NGRID,2000,NA,79519370.4852,46547.7587184,0,0,0,0,0,0,0,0
522,BUF01,Buffalo - Northeast,Buffalo - Northeast,NA,92959,94828,NA,NGRID,2000,NA,25585647.2561,28904.0810568,0,0,0,0,0,0,0,0
523,11715,Caledonia town,Caledonia,NA,2596,209174,NA,NGRID,2000,NA,108868024.27,63757.2758937,0,0,0,0,0,0,0,0
412,50716,Newstead town,Newstead,NA,5690,250410,NA,NGRID,2000,NA,132200712.09,76326.200951,0,0,0,0,0,0,0,0
413,53682,North Tonawanda city,North Tonawanda,NA,32969,72901,NA,NGRID,2000,NA,28371285.9392,22220.6513285,0,0,0,0,0,0,0,0
415,25076,Fairport village,Fairport,NA,5157,40563,NA,Municipal,2000,NA,4208496.08265,12364.1062425,0,0,0,0,0,0,0,0
416,29828,Grand Island town,Grand Island,NA,18249,123427,NA,NGRID,2000,NA,73790110.1712,37621.091043,0,0,0,0,0,0,0,0
417,76540,Utica city,Utica,NA,60496,134754,NA,NGRID,2000,NA,42965727.6591,41073.889516,0,0,0,0,0,0,0,0
421,45029,Manlius town,Manlius,NA,18210,330751,NA,NGRID,2000,NA,113631527.823,100815.88069,0,0,0,0,0,0,0,0
422,20478,De Witt town,De Witt,NA,25709,201309,NA,NGRID,2000,NA,87277652.0076,61360.4747126,0,0,0,0,0,0,0,0
423,77123,Vernon town,Vernon,NA,3855,201540,NA,NGRID,2000,NA,95100157.9339,61430.810604,0,0,0,0,0,0,0,0
426,42884,Liverpool village,Liverpool,NA,1722,23343,NA,NGRID,2000,NA,1941843.84019,7115.09634532,0,0,0,0,0,0,0,0
427,23800,Elbridge town,Elbridge,NA,3952,206607,NA,NYSEG,2000,NA,93738194.8155,62975.6347206,0,0,0,0,0,0,0,0
430,44974,Manheim town,Manheim,NA,1158,154957,NA,NGRID,2000,NA,72998882.024,47231.6203938,0,0,0,0,0,0,0,0
433,51011,New York Mills village,New York Mills,T New Hartford,3365,39720,NA,NGRID,2000,NA,2985478.85972,12106.8483702,0,0,0,0,0,0,0,0
434,38792,Johnstown town,Johnstown,NA,7926,328985,NA,NGRID,2000,NA,185427223.025,100275.889813,0,0,0,0,0,0,0,0
438,65255,Saratoga Springs city,Saratoga Springs,Outside,26030,150434,NA,NGRID,2000,NA,75235559.1835,45852.6971027,0,0,0,0,0,0,0,0
440,10297,Brutus town,Brutus,NA,2929,139484,NA,NYSEG,2000,NA,55962607.4578,42516.3632702,0,0,0,0,0,0,0,0
443,65343,Savannah town,Savannah,NA,1834,133816,NA,NYSEG,2000,NA,93849507.4306,40788.7384927,0,0,0,0,0,0,0,0
445,30675,Greenwich village,Greenwich,T Greenwich,1813,26183,NA,NGRID,2000,NA,3832105.41156,7980.51819944,0,0,0,0,0,0,0,0
446,81578,White Creek town,White Creek,NA,2150,180271,NA,NGRID,2000,NA,121466332.393,54947.3465149,0,0,0,0,0,0,0,0
447,50309,New Hartford town,New Hartford,NA,15756,188254,NA,NGRID,2000,NA,62844196.666,57381.3916557,0,0,0,0,0,0,0,0
450,75000,Tonawanda town,Tonawanda,NA,66648,125238,NA,NGRID,2000,NA,45133449.6102,38173.179605800004,0,0,0,0,0,0,0,0
453,SYR02,Syracuse - North,Syracuse - North,NA,52753,127820,NA,NGRID,2000,NA,22678821.6966,38960.4294748,0,0,0,0,0,0,0,0
455,56187,Palmyra village,Palmyra,NA,3271,35408,NA,NYSEG,2000,NA,3436982.58189,10792.7614474,0,0,0,0,0,0,0,0
456,74166,Tonawanda city,Tonawanda,NA,16505,49808,NA,NGRID,2000,NA,10015603.1795,15181.6764752,0,0,0,0,0,0,0,0
460,47757,Minoa village,Minoa,NA,3209,31435,NA,NGRID,2000,NA,3188925.83363,9581.69719512,0,0,0,0,0,0,0,0
461,70607,Stafford town,Stafford,NA,2478,131231,NA,NGRID,2000,NA,81423901.1445,39999.8020834,0,0,0,0,0,0,0,0
463,57078,Pembroke town,Pembroke,NA,3827,150417,NA,NGRID,2000,NA,105626334.769,45847.4875925,0,0,0,0,0,0,0,0
466,66993,Sherrill city,Sherrill,NA,3053,41292,NA,Municipal,2000,NA,5092823.88023,12586.0730758,0,0,0,0,0,0,0,0
469,28112,Galway town,Galway,NA,3436,153244,NA,NGRID,2000,NA,116092070.462,46709.3537027,0,0,0,0,0,0,0,0
472,42752,Little Falls town,Little Falls,NA,1601,139454,NA,NGRID,2000,NA,57589596.8834,42506.2633885,0,0,0,0,0,0,0,0
473,50298,New Hartford village,New Hartford,NA,1996,20898,NA,NGRID,2000,NA,1588986.5559,6370.01874497,0,0,0,0,0,0,0,0
474,23052,East Syracuse village,East Syracuse,NA,2971,31224,NA,NGRID,2000,NA,4084053.09546,9517.36315268,0,0,0,0,0,0,0,0
478,08422,Broadalbin village,Broadalbin,NA,1341,20479,NA,NGRID,2000,NA,2579646.34416,6241.95985281,0,0,0,0,0,0,0,0
479,34099,Henrietta town,Henrietta,NA,38574,140441,NA,RGE,2000,NA,92195469.5926,42807.1983349,0,0,0,0,0,0,0,0
480,79015,Weedsport village,Weedsport,NA,1930,21520,NA,NYSEG,2000,NA,2528555.90725,6559.57475168,0,0,0,0,0,0,0,0
482,42741,Little Falls city,Little Falls,NA,5077,63230,NA,NGRID,2000,NA,10283299.7178,19272.902353,0,0,0,0,0,0,0,0
485,28519,Geddes town,Geddes,NA,7451,42689,NA,NGRID,2000,NA,6118749.95133,13011.9519807,0,0,0,0,0,0,0,0
487,77387,Victor town,Victor,NA,7642,154998,NA,RGE,2000,NA,89759196.1882,47244.7664604,0,0,0,0,0,0,0,0
489,23789,Elbridge village,Elbridge,NA,946,44437,NA,NYSEG,2000,NA,2711063.7717,13544.8926452,0,0,0,0,0,0,0,0
493,59212,Port Byron village,Port Byron,NA,1271,21329,NA,NYSEG,2000,NA,2607194.30145,6501.31242491,0,0,0,0,0,0,0,0
495,11902,Camillus village,Camillus,NA,960,16330,NA,NGRID,2000,NA,995543.089606,4977.58779098,0,0,0,0,0,0,0,0
497,64144,Rush town,Rush,NA,3527,142272,NA,NGRID,2000,NA,79350297.9127,43365.3324266,0,0,0,0,0,0,0,0
498,11825,Cambridge village,Cambridge,NA,1764,28458,NA,NGRID,2000,NA,4266206.32954,8674.08241892,0,0,0,0,0,0,0,0
500,27188,Frankfort village,Frankfort,NA,2650,23945,NA,Municipal,2000,NA,2608596.38892,7298.52670932,0,0,0,0,0,0,0,0
501,64650,St. Johnsville town,St. Johnsville,NA,1277,143279,NA,NGRID,2000,NA,43181218.8817,43671.960883,0,0,0,0,0,0,0,0
504,71399,Stockbridge town,Stockbridge,NA,1715,151753,NA,NGRID,2000,NA,80043879.9134,46255.5304116,0,0,0,0,0,0,0,0
505,39232,Kenmore village,Kenmore,NA,16294,29751,NA,NGRID,2000,NA,3719729.76994,9068.22496503,0,0,0,0,0,0,0,0
582,67510,Skaneateles village,Skaneateles,NA,2523,30235,NA,Municipal,2000,NA,4203183.08998,9215.8416913,0,0,0,0,0,0,0,0
583,03353,Avon village,Avon,NA,3079,46357,NA,NGRID,2000,NA,7789652.78699,14129.8798515,0,0,0,0,0,0,0,0
585,35463,Hoosick town,Hoosick,NA,3392,207816,NA,NGRID,2000,NA,158900944.766,63343.2085651,0,0,0,0,0,0,0,0
587,66333,Seneca Falls town,Seneca Falls,NA,2644,194743,NA,NYSEG,2000,NA,59273301.0874,59359.204065,0,0,0,0,0,0,0,0
590,29366,Glenville town,Glenville,NA,19905,219908,NA,NGRID,2000,NA,127078879.627,67028.7303284,0,0,0,0,0,0,0,0
592,41146,Lancaster town,Lancaster,NA,22381,164589,NA,NYSEG,2000,NA,86711091.8476,50167.5378236,0,0,0,0,0,0,0,0
594,84022,York town,York,NA,3229,209048,NA,NGRID,2000,NA,127237122.246,63718.7480006,0,0,0,0,0,0,0,0
596,58398,Pittstown town,Pittstown,NA,5210,191599,NA,NGRID,2000,NA,167054999.936,58400.199145,0,0,0,0,0,0,0,0
597,65486,Schaghticoke town,Schaghticoke,NA,7013,224718,NA,NGRID,2000,NA,131525703.204,68494.8408388,0,0,0,0,0,0,0,0
600,29047,Glen town,Glen,NA,1502,154020,NA,NGRID,2000,NA,100184991.522,46946.0974717,0,0,0,0,0,0,0,0
604,55376,Oriskany Falls village,Oriskany Falls,NA,656,15191,NA,NYSEG,2000,NA,1275479.38281,4630.33038964,0,0,0,0,0,0,0,0
605,13145,Cazenovia village,Cazenovia,NA,2274,43409,NA,NGRID,2000,NA,4051664.02726,13231.5053458,0,0,0,0,0,0,0,0
607,66322,Seneca Falls village,Seneca Falls,NA,6701,73781,NA,NYSEG,2000,NA,11698254.8991,22489.0751949,0,0,0,0,0,0,0,0
610,13068,Cayuga village,Cayuga,NA,413,21474,NA,NYSEG,2000,NA,2709931.54649,6545.54937426,0,0,0,0,0,0,0,0
612,78663,Waterville village,Waterville,(M),1618,24643,NA,NYSEG,2000,NA,3428896.0335,7511.35776362,0,0,0,0,0,0,0,0
614,65134,Sangerfield town,Sangerfield,NA,1039,127079,NA,NYSEG,2000,NA,77524647.3852,38734.8059922,0,0,0,0,0,0,0,0
616,12144,Canandaigua city,Canandaigua,NA,10992,51299,NA,RGE,2000,NA,12533649.8406,15636.2017241,0,0,0,0,0,0,0,0
617,49770,Nelson town,Nelson,NA,1921,140690,NA,NGRID,2000,NA,114025556.522,42883.3801757,0,0,0,0,0,0,0,0
618,44435,Madison town,Madison,NA,2605,150976,NA,NYSEG,2000,NA,105802499.103,46018.5314963,0,0,0,0,0,0,0,0
620,23305,Eaton town,Eaton,NA,2809,165373,NA,NYSEG,2000,NA,115039402.412,50406.7760646,0,0,0,0,0,0,0,0
621,78553,Waterloo village,Waterloo,(W),4853,32858,NA,NYSEG,2000,NA,5248230.05366,10015.3564544,0,0,0,0,0,0,0,0
623,21688,East Bloomfield village,East Bloomfield,NA,439,17471,NA,RGE,2000,NA,1307173.67716,5325.43992653,0,0,0,0,0,0,0,0
625,03001,Attica village,Attica,T Attica,2108,37772,NA,NGRID,2000,NA,4382882.15798,11513.0340155,0,0,0,0,0,0,0,0
627,45601,Marilla town,Marilla,NA,5697,111314,NA,NYSEG,2000,NA,71235625.0981,33929.0280276,0,0,0,0,0,0,0,0
628,26231,Fleming town,Fleming,NA,2687,108207,NA,NYSEG,2000,NA,62578217.9812,32982.1785087,0,0,0,0,0,0,0,0
631,66289,Seneca town,Seneca,NA,2748,159345,NA,NYSEG,2000,NA,130993457.603,48569.003405,0,0,0,0,0,0,0,0
633,56110,Palatine Bridge village,Palatine Bridge,NA,375,21221,NA,NGRID,2000,NA,1796667.54163,6468.27477017,0,0,0,0,0,0,0,0
634,03012,Attica town,Attica,NA,3635,140493,NA,NGRID,2000,NA,89680949.7123,42823.0169863,0,0,0,0,0,0,0,0
635,76672,Valley Falls village,Valley Falls,T Schaghticoke,438,15756,NA,NGRID,2000,NA,1205392.74836,4802.45696819,0,0,0,0,0,0,0,0
637,65475,Schaghticoke village,Schaghticoke,NA,674,19329,NA,NGRID,2000,NA,2331078.61062,5891.51751726,0,0,0,0,0,0,0,0
638,46877,Middlebury town,Middlebury,NA,1172,143221,NA,NYSEG,2000,NA,90861652.4103,43654.5402647,0,0,0,0,0,0,0,0
640,12111,Canajoharie village,Canajoharie,NA,2242,26631,NA,NGRID,2000,NA,2812433.4346,8117.26712858,0,0,0,0,0,0,0,0
642,61467,Richfield town,Richfield,NA,1094,135719,NA,NYSEG,2000,NA,81382352.7443,41367.8363251,0,0,0,0,0,0,0,0
644,48593,Morrisville village,Morrisville,NA,1949,22688,NA,NYSEG,2000,NA,2989975.15796,6915.59730732,0,0,0,0,0,0,0,0
645,55651,Otisco town,Otisco,NA,2535,124491,NA,NGRID,2000,NA,80042038.5652,37945.322559,0,0,0,0,0,0,0,0
646,18696,Covington town,Covington,NA,1395,110043,NA,NGRID,2000,NA,68374596.0955,33541.7001359,0,0,0,0,0,0,0,0
647,44424,Madison village,Madison,NA,250,15015,NA,NYSEG,2000,NA,1300513.68501,4576.7373643,0,0,0,0,0,0,0,0
648,70057,Spafford town,Spafford,NA,1646,163139,NA,NYSEG,2000,NA,101699524.46,49725.4969697,0,0,0,0,0,0,0,0
649,59861,Princetown town,Princetown,NA,2261,152403,NA,NGRID,2000,NA,62832146.9716,46452.8707652,0,0,0,0,0,0,0,0
650,70310,Springfield town,Springfield,NA,1391,174926,NA,NYSEG,2000,NA,117519614.786,53318.4198512,0,0,0,0,0,0,0,0
652,81292,West Winfield village,West Winfield,NA,774,19206,NA,NYSEG,2000,NA,2326687.50169,5854.05166442,0,0,0,0,0,0,0,0
654,42961,Livonia town,Livonia,NA,5860,158066,NA,NGRID,2000,NA,103435451.511,48179.2394806,0,0,0,0,0,0,0,0
655,61544,Richmond town,Richmond,NA,3573,190307,NA,NGRID,2000,NA,114991282.3,58006.5064953,0,0,0,0,0,0,0,0
656,08169,Bridgewater village,Bridgewater,NA,376,17368,NA,NYSEG,2000,NA,1598172.61306,5293.78511091,0,0,0,0,0,0,0,0
657,08378,Bristol town,Bristol,NA,2418,128394,NA,RGE,2000,NA,94948342.2057,39135.4322423,0,0,0,0,0,0,0,0
659,29531,Gorham town,Gorham,NA,3602,165692,NA,NYSEG,2000,NA,137114914.85,50504.0144528,0,0,0,0,0,0,0,0
660,83371,Wyoming village,Wyoming,NA,343,17749,NA,NYSEG,2000,NA,1742335.94611,5410.02703468,0,0,0,0,0,0,0,0
663,76155,Union Springs village,Union Springs,NA,1057,34344,NA,NYSEG,2000,NA,4703446.07595,10468.3735681,0,0,0,0,0,0,0,0
664,06849,Blasdell village,Blasdell,NA,2842,29929,NA,NGRID,2000,NA,2982030.1113,9122.49682782,0,0,0,0,0,0,0,0
667,24878,Fabius town,Fabius,NA,1699,164718,NA,NGRID,2000,NA,119856978.515,50207.0646752,0,0,0,0,0,0,0,0
668,13816,Charleston town,Charleston,NA,1297,142718,NA,NGRID,2000,NA,111102868.775,43501.1824262,0,0,0,0,0,0,0,0
669,61489,Richfield Springs villa,Richfield Springs,NA,1150,21497,NA,NYSEG,2000,NA,2580292.13826,6552.25111421,0,0,0,0,0,0,0,0
671,15253,Cherry Valley town,Cherry Valley,NA,716,147339,NA,NGRID,2000,NA,102213845.097,44909.5172925,0,0,0,0,0,0,0,0
673,51198,Niles town,Niles,NA,1218,154584,NA,NGRID,2000,NA,111982721.005,47117.9641415,0,0,0,0,0,0,0,0
676,65816,Scipio town,Scipio,NA,1521,137013,NA,NYSEG,2000,NA,102011395.049,41762.2950047,0,0,0,0,0,0,0,0
678,24845,Exeter town,Exeter,NA,883,127298,NA,NYSEG,2000,NA,84342438.7118,38800.9564216,0,0,0,0,0,0,0,0
680,24867,Fabius village,Fabius,NA,273,13450,NA,NGRID,2000,NA,1041008.09809,4099.80801436,0,0,0,0,0,0,0,0
681,01737,Ames village,Ames,NA,65,11417,3666443,NGRID,2000,NA,340623.166304,3479.83862932,0,0,0,0,0,0,0,0
682,57254,Perry town,Perry,NA,3158,141882,NA,NYSEG,2000,NA,90305179.337,43246.2925667,0,0,0,0,0,0,0,0
684,31720,Hamilton town,Hamilton,NA,1763,144467,NA,NYSEG,2000,NA,100771002.577,44034.6211852,0,0,0,0,0,0,0,0
611,55871,Owasco town,Owasco,NA,3654,108901,NA,NYSEG,2000,NA,61103419.9964,33193.4271675,0,0,0,0,0,0,0,0
613,80918,West Seneca town,West Seneca,NA,45427,115904,NA,NYSEG,2000,NA,55518992.3094,35328.087895,0,0,0,0,0,0,0,0
615,16353,Clifton Park town,Clifton Park,NA,32662,158108,NA,NGRID,2000,NA,129844671.498,48191.9103949,0,0,0,0,0,0,0,0
619,21699,East Bloomfield town,East Bloomfield,NA,2895,139594,NA,RGE,2000,NA,84938601.4576,42549.417862,0,0,0,0,0,0,0,0
622,63561,Root town,Root,NA,1767,160148,NA,NGRID,2000,NA,132243018.68,48813.7615731,0,0,0,0,0,0,0,0
624,12122,Canajoharie town,Canajoharie,NA,1488,170234,NA,NGRID,2000,NA,108458170.67,51888.0012156,0,0,0,0,0,0,0,0
626,35474,Hoosick Falls village,Hoosick Falls,NA,3183,28089,NA,NGRID,2000,NA,4416496.06513,8561.55352487,0,0,0,0,0,0,0,0
629,05936,Bennington town,Bennington,NA,3345,160700,NA,NYSEG,2000,NA,143442974.204,48981.945127,0,0,0,0,0,0,0,0
630,46360,Mechanicville city,Mechanicville,NA,4312,28173,NA,NYSEG,2000,NA,2350605.98787,8587.25217535,0,0,0,0,0,0,0,0
632,28651,Geneva town,Geneva,NA,2994,160464,NA,NYSEG,2000,NA,49348825.8905,48910.1466494,0,0,0,0,0,0,0,0
636,25505,Fayette town,Fayette,NA,2887,204617,NA,NYSEG,2000,NA,170378763.893,62368.9860451,0,0,0,0,0,0,0,0
639,24130,Elma town,Elma,NA,11567,124089,NA,NYSEG,2000,NA,89449574.0763,37822.8793228,0,0,0,0,0,0,0,0
641,70376,Springport town,Springport,NA,1213,149903,NA,NYSEG,2000,NA,64699079.4155,45691.1476176,0,0,0,0,0,0,0,0
643,28640,Geneva city,Geneva,NA,13766,63026,NA,NYSEG,2000,NA,15159104.6734,19210.5254128,0,0,0,0,0,0,0,0
526,11704,Caledonia village,Caledonia,NA,2005,33696,NA,NGRID,2000,NA,5550346.82101,10270.7775692,0,0,0,0,0,0,0,0
527,71333,Stillwater town,Stillwater,NA,6974,156428,NA,NYSEG,2000,NA,108986546.807,47679.6571128,0,0,0,0,0,0,0,0
531,45491,Marcellus town,Marcellus,NA,4572,153784,NA,NYSEG,2000,NA,82964557.9673,46874.0625177,0,0,0,0,0,0,0,0
533,67521,Skaneateles town,Skaneateles,NA,4723,211814,NA,NGRID,2000,NA,122231640.866,64561.9637689,0,0,0,0,0,0,0,0
536,47823,Mohawk village,Mohawk,NA,2358,24642,NA,Municipal,2000,NA,2346053.78929,7511.11240405,0,0,0,0,0,0,0,0
539,13156,Cazenovia town,Cazenovia,NA,4187,223035,NA,NGRID,2000,NA,129955047.815,67982.8703547,0,0,0,0,0,0,0,0
541,67785,Smithfield town,Smithfield,NA,1235,104267,NA,NYSEG,2000,NA,62696516.4113,31781.3994845,0,0,0,0,0,0,0,0
544,45755,Marshall town,Marshall,NA,1913,129176,NA,NYSEG,2000,NA,84399809.2491,39373.8616734,0,0,0,0,0,0,0,0
545,19719,Darien town,Darien,NA,3018,147207,NA,NGRID,2000,NA,123442933.316,44869.3592749,0,0,0,0,0,0,0,0
547,56099,Palatine town,Palatine,NA,2009,153750,NA,NGRID,2000,NA,103329535.988,46863.5880814,0,0,0,0,0,0,0,0
549,45480,Marcellus village,Marcellus,NA,1675,25834,NA,NYSEG,2000,NA,1603250.77316,7874.21115666,0,0,0,0,0,0,0,0
550,06266,Bethany town,Bethany,NA,1692,126750,NA,NGRID,2000,NA,93230852.2259,38634.0486293,0,0,0,0,0,0,0,0
552,47614,Minden town,Minden,NA,1837,162227,NA,NGRID,2000,NA,128979409.552,49447.488129,0,0,0,0,0,0,0,0
554,35364,Honeoye Falls village,Honeoye Falls,NA,2459,40130,NA,NGRID,2000,NA,6709442.54929,12231.865619,0,0,0,0,0,0,0,0
556,40266,LaFayette town,LaFayette,NA,5339,161575,NA,NGRID,2000,NA,114837027.607,49248.915312,0,0,0,0,0,0,0,0
558,16375,Clifton Springs village,Clifton Springs,(M),1939,25097,NA,NYSEG,2000,NA,3527083.8362,7649.71201487,0,0,0,0,0,0,0,0
561,17431,Columbia town,Columbia,NA,1604,128876,NA,NYSEG,2000,NA,90902669.9946,39281.8926994,0,0,0,0,0,0,0,0
562,31291,Hagaman village,Hagaman,NA,1359,25595,NA,NGRID,2000,NA,3995319.86992,7801.57467345,0,0,0,0,0,0,0,0
